  -10.0000000      -1.00000000      -1.00000000      -1.00000000      -1.00000000    
  -9.94987488      -1.00000000      -1.00000000      -1.00000000      -1.00000000    
  -9.89974976      -1.00000000      -1.00000000      -1.00000000      -1.00000000    
  -9.84962368      -1.00000000      -1.00000000      -1.00000000      -1.00000000    
  -9.79949856      -1.00000000      -1.00000000      -1.00000000      -1.00000000    
  -9.74937344      -1.00000000      -1.00000000      -1.00000000      -1.00000000    
  -9.69924831      -1.00000000      -1.00000000      -1.00000000      -1.00000000    
  -9.64912319      -1.00000000      -1.00000000      -1.00000000      -1.00000000    
  -9.59899712      -1.00000000      -1.00000000      -1.00000000      -1.00000000    
  -9.54887199      -1.00000000      -1.00000000      -1.00000000      -1.00000000    
  -9.49874687      -1.00000000      -1.00000000      -1.00000000      -1.00000000    
  -9.44862175      -1.00000000      -1.00000000      -1.00000000      -1.00000000    
  -9.39849663      -1.00000000      -1.00000000      -1.00000000      -1.00000000    
  -9.34837055      -1.00000000      -1.00000000      -1.00000000      -1.00000000    
  -9.29824543      -1.00000000      -1.00000000      -1.00000000      -1.00000000    
  -9.24812031      -1.00000000      -1.00000000      -1.00000000      -1.00000000    
  -9.19799519      -1.00000000      -1.00000000      -1.00000000      -1.00000000    
  -9.14787006      -1.00000000      -1.00000000      -1.00000000      -1.00000000    
  -9.09774399      -1.00000000      -1.00000000      -1.00000000      -1.00000000    
  -9.04761887      -1.00000000      -1.00000000      -1.00000000      -1.00000000    
  -8.99749374      -1.00000000      -1.00000000      -1.00000000      -1.00000000    
  -8.94736862      -1.00000000      -1.00000000      -1.00000000      -1.00000000    
  -8.89724350      -1.00000000      -1.00000000      -1.00000000      -1.00000000    
  -8.84711742      -1.00000000      -1.00000000      -1.00000000      -1.00000000    
  -8.79699230      -1.00000000      -1.00000000      -1.00000000      -1.00000000    
  -8.74686718      -1.00000000      -1.00000000      -1.00000000      -1.00000000    
  -8.69674206      -1.00000000      -1.00000000      -1.00000000      -1.00000000    
  -8.64661694      -1.00000000      -1.00000000      -1.00000000      -1.00000000    
  -8.59649086      -1.00000000      -1.00000000      -1.00000000      -1.00000000    
  -8.54636574      -1.00000000      -1.00000000      -1.00000000      -1.00000000    
  -8.49624062      -1.00000000      -1.00000000      -1.00000000      -1.00000000    
  -8.44611549      -1.00000000      -1.00000000      -1.00000000      -1.00000000    
  -8.39599037      -1.00000000      -1.00000000      -1.00000000      -1.00000000    
  -8.34586430      -1.00000000      -1.00000000      -1.00000000      -1.00000000    
  -8.29573917      -1.00000000      -1.00000000      -1.00000000      -1.00000000    
  -8.24561405      -1.00000000      -1.00000000      -1.00000000      -1.00000000    
  -8.19548893      -1.00000000      -1.00000000      -1.00000000      -1.00000000    
  -8.14536381      -1.00000000      -1.00000000      -1.00000000      -1.00000000    
  -8.09523773      -1.00000000      -1.00000000      -1.00000000      -1.00000000    
  -8.04511261      -1.00000000      -1.00000000      -1.00000000      -1.00000000    
  -7.99498749      -1.00000000      -1.00000000      -1.00000000      -1.00000000    
  -7.94486237      -1.00000000      -1.00000000      -1.00000000      -1.00000000    
  -7.89473724      -1.00000000      -1.00000000      -1.00000000      -1.00000000    
  -7.84461164      -1.00000000      -1.00000000      -1.00000000      -1.00000000    
  -7.79448605      -1.00000000      -1.00000000      -1.00000000      -1.00000000    
  -7.74436092      -1.00000000      -1.00000000      -1.00000000      -1.00000000    
  -7.69423580      -1.00000000      -1.00000000      -1.00000000      -1.00000000    
  -7.64411068      -1.00000000      -1.00000000      -1.00000000      -1.00000000    
  -7.59398508      -1.00000000      -1.00000000      -1.00000000      -1.00000000    
  -7.54385948      -1.00000000      -1.00000000      -1.00000000      -1.00000000    
  -7.49373436      -1.00000000      -1.00000000      -1.00000000      -1.00000000    
  -7.44360924      -1.00000000      -1.00000000      -1.00000000      -1.00000000    
  -7.39348412      -1.00000000      -1.00000000      -1.00000000      -1.00000000    
  -7.34335852      -1.00000000      -1.00000000      -1.00000000      -1.00000000    
  -7.29323292      -1.00000000      -1.00000000      -1.00000000      -1.00000000    
  -7.24310780      -1.00000000      -1.00000000      -1.00000000      -1.00000000    
  -7.19298267      -1.00000000      -1.00000000      -1.00000000      -1.00000000    
  -7.14285755      -1.00000000      -1.00000000      -1.00000000      -1.00000000    
  -7.09273195      -1.00000000      -1.00000000      -1.00000000      -1.00000000    
  -7.04260635      -1.00000000      -1.00000000      -1.00000000      -1.00000000    
  -6.99248123      -1.00000000      -1.00000000      -1.00000000      -1.00000000    
  -6.94235611      -1.00000000      -1.00000000      -1.00000000      -1.00000000    
  -6.89223099      -1.00000000      -1.00000000      -1.00000000      -1.00000000    
  -6.84210539      -1.00000000      -1.00000000      -1.00000000      -1.00000000    
  -6.79197979      -1.00000000      -1.00000000      -1.00000000      -1.00000000    
